Month,Date,Location,Phase of the day ,Target,additional Target info 1 ,additional Target info 2,Images name ,Folder idenifier ,additional info 1 ,additional info 2,additional info 3,additional info 3,additional info 4
August,14,Ottawa,Evening,Starlink3950,,-,light_L Filter_-10.00C_1.000secs_00000373.fit,,-,,,,
August,14,Ottawa,Evening,Starlink3950,,-,light_L Filter_-11.70C_1.000secs_00000377.fit,,-,,,,
August,14,Ottawa,Evening,Starlink3950,,-,light_L Filter_-8.60C_1.000secs_00000369.fit,,-,,,,
August,14,Ottawa,Evening,Starlink3950,,-,light_R Filter_-10.80C_1.000secs_00000376.fit,,-,,,,
August,14,Ottawa,Evening,Starlink3950,,-,light_R Filter_-12.00C_1.000secs_00000380.fit,,-,,,,
August,14,Ottawa,Evening,Starlink3950,,-,light_R Filter_-9.40C_1.000secs_00000372.fit,,-,,,,
August,14,Ottawa,Evening,YOAGAN31,,-,Preview_20220814_235246_filter-1_2sec_Bin3_-6.4C_gain0.fit,,-,,,,
August,14,Ottawa,Evening,YOAGAN31,,-,Preview_20220814_235302_filter-1_2sec_Bin3_-6.9C_gain0.fit,,-,,,,
August,14,Ottawa,Evening,YOAGAN31,,-,Preview_20220814_235312_filter-1_2sec_Bin3_-9.0C_gain0.fit,,-,,,,
August,14,Ottawa,Evening,YOAGAN31,,-,light_B Filter_-10.30C_1.000secs_00000363.fit,,-,,,,
August,14,Ottawa,Evening,YOAGAN31,,-,light_B Filter_-12.50C_1.000secs_00000358.fit,,-,,,,
August,14,Ottawa,Evening,YOAGAN31,,-,light_B Filter_-13.60C_1.000secs_00000353.fit,,-,,,,
August,14,Ottawa,Evening,YOAGAN31,,-,light_G Filter_-10.10C_1.000secs_00000364.fit,,-,,,,
August,14,Ottawa,Evening,YOAGAN31,,-,light_G Filter_-12.30C_1.000secs_00000359.fit,,-,,,,
August,14,Ottawa,Evening,YOAGAN31,,-,light_G Filter_-13.40C_1.000secs_00000354.fit,,-,,,,
August,14,Ottawa,Evening,YOAGAN31,,-,light_L Filter_-10.40C_1.000secs_00000362.fit,,-,,,,
August,14,Ottawa,Evening,YOAGAN31,,-,light_L Filter_-12.60C_1.000secs_00000357.fit,,-,,,,
August,14,Ottawa,Evening,YOAGAN31,,-,light_L Filter_-13.60C_1.000secs_00000352.fit,,-,,,,
August,14,Ottawa,Evening,YOAGAN31,,-,light_None_-12.00C_1.000secs_00000361.fit,,-,,,,
August,14,Ottawa,Evening,YOAGAN31,,-,light_None_-13.10C_1.000secs_00000356.fit,,-,,,,
August,14,Ottawa,Evening,YOAGAN31,,-,light_None_-9.70C_1.000secs_00000366.fit,,-,,,,
August,14,Ottawa,Evening,YOAGAN31,,-,light_R Filter_-12.10C_1.000secs_00000360.fit,,-,,,,
August,14,Ottawa,Evening,YOAGAN31,,-,light_R Filter_-13.20C_1.000secs_00000355.fit,,-,,,,
August,14,Ottawa,Evening,YOAGAN31,,-,light_R Filter_-9.90C_1.000secs_00000365.fit,,-,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0042_1-Neptune_0000.PNG,,DarkFrames10s,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0042_1-Neptune_0001.PNG,,DarkFrames10s,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0042_1-Neptune_0002.PNG,,DarkFrames10s,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0042_1-Neptune_0003.PNG,,DarkFrames10s,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0042_1-Neptune_0004.PNG,,DarkFrames10s,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0042_1-Neptune_0005.PNG,,DarkFrames10s,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0042_1-Neptune_0006.PNG,,DarkFrames10s,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0042_1-Neptune_0007.PNG,,DarkFrames10s,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0042_1-Neptune_0008.PNG,,DarkFrames10s,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0042_1-Neptune_0009.PNG,,DarkFrames10s,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0044_1-Neptune_0000.PNG,,DarkFrames20s,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0044_1-Neptune_0001.PNG,,DarkFrames20s,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0044_1-Neptune_0002.PNG,,DarkFrames20s,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0044_1-Neptune_0003.PNG,,DarkFrames20s,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0044_1-Neptune_0004.PNG,,DarkFrames20s,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0044_1-Neptune_0005.PNG,,DarkFrames20s,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0044_1-Neptune_0006.PNG,,DarkFrames20s,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0044_1-Neptune_0007.PNG,,DarkFrames20s,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0044_1-Neptune_0008.PNG,,DarkFrames20s,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0044_1-Neptune_0009.PNG,,DarkFrames20s,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0048_4-Neptune_0000.PNG,,DarkFrames40s,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0048_4-Neptune_0001.PNG,,DarkFrames40s,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0048_4-Neptune_0002.PNG,,DarkFrames40s,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0048_4-Neptune_0003.PNG,,DarkFrames40s,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0048_4-Neptune_0004.PNG,,DarkFrames40s,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0048_4-Neptune_0005.PNG,,DarkFrames40s,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0048_4-Neptune_0006.PNG,,DarkFrames40s,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0048_4-Neptune_0007.PNG,,DarkFrames40s,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0048_4-Neptune_0008.PNG,,DarkFrames40s,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0048_4-Neptune_0009.PNG,,DarkFrames40s,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0000.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0001.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0002.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0003.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0004.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0005.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0006.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0007.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0008.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0009.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0010.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0011.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0012.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0013.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0014.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0015.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0016.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0017.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0018.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0019.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0020.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0021.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0022.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0023.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0024.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0025.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0026.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0027.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0028.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0029.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0030.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0031.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0032.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0033.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0034.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0035.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0036.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0037.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0038.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0039.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0040.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0041.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0042.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0043.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0044.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0045.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0046.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0047.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0048.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0049.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0050.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0051.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0052.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0053.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0054.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0055.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0056.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0057.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0058.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0059.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0060.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0061.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0062.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0063.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0064.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0065.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0066.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0036_6-Neptune_0067.PNG,,ShotNoiseCalibration,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0000.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0001.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0002.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0003.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0004.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0005.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0006.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0007.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0008.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0009.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0010.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0011.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0012.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0013.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0014.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0015.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0016.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0017.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0018.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0019.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0020.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0021.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0022.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0023.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0024.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0025.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0026.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0027.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0028.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0029.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0030.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0031.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0032.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0033.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0034.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0035.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0036.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0037.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0038.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0039.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0040.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0041.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0042.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0043.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0044.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0045.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0046.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0047.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0048.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0049.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0050.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0051.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0052.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0053.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0054.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0055.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0056.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0057.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0058.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0059.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0060.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0061.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0062.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0063.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0064.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0065.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0066.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0067.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0068.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0069.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0070.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0071.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0072.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0073.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0074.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0075.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0076.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0077.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0078.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0079.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0080.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0081.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0082.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0083.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0084.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0085.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0086.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0087.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
August,15,Timmins,,Anik F1,,-,2022-08-16-0300_8-Neptune_0088.TIF,2022-08-16_03_00_52Z,100 frame streak anik f1 only,,,,
