Month,Date,Location,Phase of the day ,Target,additional Target info 1 ,additional Target info 2,Images name ,Folder idenifier ,additional info 1 ,additional info 2,additional info 3,additional info 3,additional info 4
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0004.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0005.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0006.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0007.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0008.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0009.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0010.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0011.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0012.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0013.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0014.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0015.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0016.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0017.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0018.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0019.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0020.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0021.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0022.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0023.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0024.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0025.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0026.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0027.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0028.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0029.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0030.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0031.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0032.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0033.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0034.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0035.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0036.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0037.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0038.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0039.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0040.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0041.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0042.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0043.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0044.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0045.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0046.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0047.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0048.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0049.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0050.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0051.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0052.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0053.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0054.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0055.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0056.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0057.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0058.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0059.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0060.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0061.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0062.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0063.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0064.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0065.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0066.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0067.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0068.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0069.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0070.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0071.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0072.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0073.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0074.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0075.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0076.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0077.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0078.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0079.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0080.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0081.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0082.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0083.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0084.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0085.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0086.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0087.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0088.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0089.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0090.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0091.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0092.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0093.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0094.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0095.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0096.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0097.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0098.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Timmins,Evening,Galaxy G11,,-,2022-08-17-0415_9-Neptune_0099.TIF,2022-08-17_04_15_55Z (1),-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_B Filter_0.00C_10.000secs_00000803.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_B Filter_0.00C_10.000secs_00000808.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_B Filter_0.00C_10.000secs_00000813.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_B Filter_0.00C_10.000secs_00000818.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_B Filter_0.00C_10.000secs_00000823.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_B Filter_0.00C_10.000secs_00000828.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_B Filter_0.00C_10.000secs_00000833.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_B Filter_0.00C_10.000secs_00000838.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_B Filter_0.00C_10.000secs_00000843.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_B Filter_0.00C_10.000secs_00000853.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_B Filter_0.00C_10.000secs_00000858.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_B Filter_0.00C_10.000secs_00000863.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_B Filter_0.00C_10.000secs_00000868.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_B Filter_0.00C_10.000secs_00000873.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_B Filter_0.00C_10.000secs_00000878.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_B Filter_0.00C_10.000secs_00000883.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_B Filter_0.00C_10.000secs_00000888.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_B Filter_0.00C_10.000secs_00000893.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_B Filter_0.00C_10.000secs_00000903.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_B Filter_0.00C_10.000secs_00000915.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_B Filter_0.00C_10.000secs_00000920.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_B Filter_0.00C_10.000secs_00000925.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_B Filter_0.00C_10.000secs_00000930.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_B Filter_-0.10C_10.000secs_00000798.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_B Filter_-0.10C_10.000secs_00000848.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_B Filter_-0.10C_10.000secs_00000898.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_B Filter_-0.60C_10.000secs_00000910.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_G Filter_0.00C_10.000secs_00000799.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_G Filter_0.00C_10.000secs_00000804.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_G Filter_0.00C_10.000secs_00000809.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_G Filter_0.00C_10.000secs_00000814.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_G Filter_0.00C_10.000secs_00000819.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_G Filter_0.00C_10.000secs_00000824.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_G Filter_0.00C_10.000secs_00000829.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_G Filter_0.00C_10.000secs_00000834.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_G Filter_0.00C_10.000secs_00000839.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_G Filter_0.00C_10.000secs_00000844.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_G Filter_0.00C_10.000secs_00000849.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_G Filter_0.00C_10.000secs_00000854.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_G Filter_0.00C_10.000secs_00000859.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_G Filter_0.00C_10.000secs_00000864.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_G Filter_0.00C_10.000secs_00000874.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_G Filter_0.00C_10.000secs_00000879.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_G Filter_0.00C_10.000secs_00000884.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_G Filter_0.00C_10.000secs_00000889.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_G Filter_0.00C_10.000secs_00000894.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_G Filter_0.00C_10.000secs_00000904.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_G Filter_0.00C_10.000secs_00000916.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_G Filter_0.00C_10.000secs_00000921.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_G Filter_0.00C_10.000secs_00000926.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_G Filter_0.00C_10.000secs_00000931.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_G Filter_-0.10C_10.000secs_00000869.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_G Filter_-0.10C_10.000secs_00000899.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_G Filter_-0.60C_10.000secs_00000911.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_L Filter_0.00C_10.000secs_00000802.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_L Filter_0.00C_10.000secs_00000807.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_L Filter_0.00C_10.000secs_00000812.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_L Filter_0.00C_10.000secs_00000817.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_L Filter_0.00C_10.000secs_00000822.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_L Filter_0.00C_10.000secs_00000827.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_L Filter_0.00C_10.000secs_00000832.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_L Filter_0.00C_10.000secs_00000837.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_L Filter_0.00C_10.000secs_00000842.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_L Filter_0.00C_10.000secs_00000847.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_L Filter_0.00C_10.000secs_00000852.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_L Filter_0.00C_10.000secs_00000857.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_L Filter_0.00C_10.000secs_00000862.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_L Filter_0.00C_10.000secs_00000867.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_L Filter_0.00C_10.000secs_00000872.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_L Filter_0.00C_10.000secs_00000877.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_L Filter_0.00C_10.000secs_00000882.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_L Filter_0.00C_10.000secs_00000887.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_L Filter_0.00C_10.000secs_00000892.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_L Filter_0.00C_10.000secs_00000902.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_L Filter_0.00C_10.000secs_00000919.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_L Filter_0.00C_10.000secs_00000924.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_L Filter_0.00C_10.000secs_00000929.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_L Filter_-0.10C_10.000secs_00000797.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_L Filter_-0.10C_10.000secs_00000897.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_L Filter_0.10C_10.000secs_00000907.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_L Filter_-0.10C_10.000secs_00000914.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_L Filter_-0.40C_10.000secs_00000909.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_None_0.00C_10.000secs_00000801.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_None_0.00C_10.000secs_00000806.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_None_0.00C_10.000secs_00000811.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_None_0.00C_10.000secs_00000816.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_None_0.00C_10.000secs_00000821.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_None_0.00C_10.000secs_00000826.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_None_0.00C_10.000secs_00000831.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_None_0.00C_10.000secs_00000836.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_None_0.00C_10.000secs_00000841.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_None_0.00C_10.000secs_00000846.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_None_0.00C_10.000secs_00000851.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_None_0.00C_10.000secs_00000856.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_None_0.00C_10.000secs_00000861.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_None_0.00C_10.000secs_00000866.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_None_0.00C_10.000secs_00000871.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_None_0.00C_10.000secs_00000876.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_None_0.00C_10.000secs_00000881.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_None_0.00C_10.000secs_00000886.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_None_0.00C_10.000secs_00000891.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_None_0.00C_10.000secs_00000896.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_None_0.00C_10.000secs_00000901.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_None_0.00C_10.000secs_00000918.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_None_0.00C_10.000secs_00000923.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_None_0.00C_10.000secs_00000928.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_None_0.10C_10.000secs_00000906.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_None_-0.20C_10.000secs_00000913.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_R Filter_0.00C_10.000secs_00000800.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_R Filter_0.00C_10.000secs_00000805.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_R Filter_0.00C_10.000secs_00000810.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_R Filter_0.00C_10.000secs_00000815.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_R Filter_0.00C_10.000secs_00000820.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_R Filter_0.00C_10.000secs_00000825.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_R Filter_0.00C_10.000secs_00000830.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_R Filter_0.00C_10.000secs_00000835.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_R Filter_0.00C_10.000secs_00000840.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_R Filter_0.00C_10.000secs_00000845.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_R Filter_0.00C_10.000secs_00000850.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_R Filter_0.00C_10.000secs_00000855.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_R Filter_0.00C_10.000secs_00000860.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_R Filter_0.00C_10.000secs_00000865.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_R Filter_0.00C_10.000secs_00000870.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_R Filter_0.00C_10.000secs_00000875.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_R Filter_0.00C_10.000secs_00000880.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_R Filter_0.00C_10.000secs_00000885.fit,,-,,,,
August,16,Ottawa,Evening,Galaxy11,,-,light_R Filter_0.00C_10.000secs_00000890.fit,,-,,,,
